Organization,Dyn,Func,Dec,,DynFunc,FuncDec,DynDec,Relatedness
CSIS,3,13,2,,1,1,1,1
csixteen,0,34,14,,0,1,0,1
csko,0,10,1,,0,1,0,1
cslarsen,7,65,55,,1,1,1,1
csm-aut,3,13,64,,1,1,1,1
csmith,0,39,0,,0,0,0,0
CSNoyes,0,21,0,,0,0,0,0
csparpa,0,77,74,,0,1,0,1
css-lucas,0,197,5,,0,1,0,1
CSSCorp,2,6,27,,1,1,1,1
CSSIP-AIR,0,2,0,,0,0,0,0
cstarcher,0,4,13,,0,1,0,1
cstein,0,8,1,,0,1,0,1
cstich,0,2,0,,0,0,0,0
cstoeckert,0,5,0,,0,0,0,0
cstorm125,0,1,0,,0,0,0,0
cstrap,0,1,8,,0,1,0,1
CSU-Radarmet,7,2,0,,1,0,0,1
csurfer,1,26,4,,1,1,1,1
csutherl,0,3,0,,0,0,0,0
csuzhangxc,0,3,29,,0,1,0,1
csvoss,0,2,0,,0,0,0,0
csxeba,0,27,62,,0,1,0,1
csyhhu,0,9,1,,0,1,0,1
csyhuang,0,1,0,,0,0,0,0
CSyllabus,0,22,0,,0,0,0,0
ctada,0,3,0,,0,0,0,0
ctberthiaume,0,1,0,,0,0,0,0
ctcampbell,17,17,8,,1,1,1,1
CTFd,7,29,170,,1,1,1,1
ctgk,7,20,27,,1,1,1,1
cth103,11,1,0,,1,0,0,1
ctherien,0,20,0,,0,0,0,0
cthit,0,2,0,,0,0,0,0
cthlo,0,2,0,,0,0,0,0
cthoyt,0,5,6,,0,1,0,1
CthulhUzzz,0,1,1,,0,1,0,1
ctliu3,2,2,0,,1,0,0,1
ctmarinas,24,80,72,,1,1,1,1
ctmil,1,9,0,,1,0,0,1
ctools,5,31,0,,1,0,0,1
CTPUG,43,110,68,,1,1,1,1
ctralie,0,13,0,,0,0,0,0
CtripCloud,1,6,0,,1,0,0,1
ctripcorp,37,84,141,,1,1,1,1
ctrl-alt-d,0,1,0,,0,0,0,0
ctrl-z-9000-times,0,9,0,,0,0,0,0
CtrlC-Root,7,10,84,,1,1,1,1
ctrlcctrlv,0,6,0,,0,0,0,0
ctsit,32,108,61,,1,1,1,1
ctSkennerton,0,11,0,,0,0,0,0
CTSNE,62,85,54,,1,1,1,1
ctsuu,0,3,0,,0,0,0,0
ctu-geoforall-lab,1,1,0,,1,0,0,1
ctu-yfsg,0,5,12,,0,1,0,1
ctuning,1,8,5,,1,1,1,1
ctxis,16,16,16,,1,1,1,1
cuauv,53,475,83,,1,1,1,1
CubeBrowser,2,15,8,,1,1,1,1
cubelover,0,7,0,,0,0,0,0
cubewise-code,0,12,0,,0,0,0,0
CubexX,0,3,42,,0,1,0,1
CubicERP,47,220,12,,1,1,1,1
Cubitect,0,74,14,,0,1,0,1
cucs-numpde,0,2,0,,0,0,0,0
cucumber,4,20,33,,1,1,1,1
cuda-networks,7,10,14,,1,1,1,1
cudamat,1,1,0,,1,0,0,1
cuducos,1,30,26,,1,1,1,1
Cue,6,11,5,,1,1,1,1
cuemacro,6,11,60,,1,1,1,1
CUFCTL,2,26,9,,1,1,1,1
cuiba,0,3,0,,0,0,0,0
cujam,2,2,0,,1,0,0,1
cujomalainey,0,7,0,,0,0,0,0
Culeshovi,0,1,0,,0,0,0,0
culshoefer,0,5,0,,0,0,0,0
culturagovbr,18,7,1,,1,1,1,1
CulturePlex,0,2,1,,0,1,0,1
culvertsoft,0,10,0,,0,0,0,0
cumc-dbmi,0,1,0,,0,0,0,0
CumulusNetworks,18,30,81,,1,1,1,1
cuongnb14,2,1,0,,1,0,0,1
cuppa-joe,0,3,0,,0,0,0,0
cupy,94,110,19,,1,1,1,1
curaloucura,3,6,1,,1,1,1,1
cureatr,0,25,8,,0,1,0,1
CuriousAI,1,5,0,,1,0,0,1
CuriousLearner,0,3,0,,0,0,0,0
curita,2,39,34,,1,1,1,1
CurleySamuel,0,3,0,,0,0,0,0
Curlybear,0,4,1,,0,1,0,1
CurrencyCloud,0,21,25,,0,1,0,1
curtacircuitos,8,21,24,,1,1,1,1
curtiswest,0,21,21,,0,1,0,1
curtiszki,0,1,0,,0,0,0,0
cusiman7,0,1,0,,0,0,0,0
cuttlesoft,1,6,4,,1,1,1,1
cuzzo,0,2,0,,0,0,0,0
cvangysel,2,14,0,,1,0,0,1
cvcassady,0,1,0,,0,0,0,0
cversek,1,1,1,,1,1,1,1
cvjena,0,77,13,,0,1,0,1
cvlab-epfl,0,2,2,,0,1,0,1
cvmfs,0,3,4,,0,1,0,1
cvondrick,0,29,11,,0,1,0,1
cvra,0,24,0,,0,0,0,0
cvsuser-chromium,9,125,56,,1,1,1,1
CvvT,12,9,5,,1,1,1,1
cvxgrp,0,34,3,,0,1,0,1
cvxopt,0,25,1,,0,1,0,1
cvzi,3,14,4,,1,1,1,1
cwacek,19,21,15,,1,1,1,1
cwade,4,15,3,,1,1,1,1
cwaldbieser,2,27,0,,1,0,0,1
cwant,1,15,3,,1,1,1,1
CWatM,5,5,1,,1,1,1,1
cwebster2,2,9,0,,1,0,0,1
cwehmeyer,0,1,4,,0,1,0,1
cweniger,0,18,0,,0,0,0,0
cwh1te,2,6,2,,1,1,1,1
cwi-dis,26,13,6,,1,1,1,1
cwiep,0,29,0,,0,0,0,0
cwlseu,4,27,0,,1,0,0,1
cwoac,0,1,0,,0,0,0,0
cwolfram,4,8,0,,1,0,0,1
cwoodall,0,7,0,,0,0,0,0
cwrowley,0,3,0,,0,0,0,0
CWSL,0,9,4,,0,1,0,1
CxAalto,10,80,27,,1,1,1,1
cxhernandez,2,12,0,,1,0,0,1
cxmcc,0,4,0,,0,0,0,0
cxong,0,20,4,,0,1,0,1
cxx-hep,12,5,2,,1,1,1,1
CxxTest,1,3,0,,1,0,0,1
cyanfish,3,75,12,,1,1,1,1
cyanogen,55,34,103,,1,1,1,1
CyanogenMod,2,6,0,,1,0,0,1
cyber-atomus,0,1,0,,0,0,0,0
Cyber-Neuron,0,1,3,,0,1,0,1
cybercomgroup,0,13,0,,0,0,0,0
cyberdb,7,3,2,,1,1,1,1
cyberdelia,15,33,68,,1,1,1,1
cyberden,82,329,110,,1,1,1,1
cyberjunky,3,5,78,,1,1,1,1
Cyberjusticelab,0,41,33,,0,1,0,1
CyberPoint,6,9,0,,1,0,0,1
CyberReboot,0,2,17,,0,1,0,1
cybertec-postgresql,0,1,0,,0,0,0,0
Cybolic,0,2,0,,0,0,0,0
CybOXProject,17,18,64,,1,1,1,1
cybre,1,2,0,,1,0,0,1
cycleuser,0,38,0,,0,0,0,0
cyclowns,0,5,0,,0,0,0,0
cycomanic,0,3,0,,0,0,0,0
cydrobolt,0,2,3,,0,1,0,1
CygnusNetworks,0,9,1,,0,1,0,1
cygri,0,1,0,,0,0,0,0
cyh24,0,4,0,,0,0,0,0
cykl,2,13,7,,1,1,1,1
CylanceSPEAR,1,1,1,,1,1,1,1
cylc,38,86,102,,1,1,1,1
cyliustack,0,8,0,,0,0,0,0
CylonicRaider,0,22,0,,0,0,0,0
Cymmetria,0,3,3,,0,1,0,1
CymmetriaResearch,0,2,0,,0,0,0,0
cynapse,46,30,19,,1,1,1,1
cyphar,2,12,1,,1,1,1,1
cypreess,19,9,28,,1,1,1,1
cyrbil,0,10,1,,0,1,0,1
CyrilWaechter,7,16,14,,1,1,1,1
CYRO4S,0,1,0,,0,0,0,0
cyrozap,0,2,0,,0,0,0,0
cyrus-,10,22,138,,1,1,1,1
CyrusBiotechnology,0,3,7,,0,1,0,1
Cysu,2,26,4,,1,1,1,1
cytadela8,0,16,0,,0,0,0,0
cytomine,12,43,32,,1,1,1,1
cytoscape,1,4,0,,1,0,0,1
cyucheng,0,9,0,,0,0,0,0
cyverse,3,1,0,,1,0,0,1
CZ-NIC,13,150,85,,1,1,1,1
czardoz,2,5,1,,1,1,1,1
czayas,0,1,0,,0,0,0,0
czbiohub,1,55,14,,1,1,1,1
czcorpus,58,189,149,,1,1,1,1
czhu95,4,37,16,,1,1,1,1
czhuang,0,16,10,,0,1,0,1
czielinski,0,5,0,,0,0,0,0
Czxck001,6,13,7,,1,1,1,1
d,0,40,3,,0,1,0,1
d-bl,0,1,0,,0,0,0,0
d-grossman,0,1,0,,0,0,0,0
D-L,0,7,39,,0,1,0,1
d-meiser,1,2,0,,1,0,0,1
D-PLACE,3,28,5,,1,1,1,1
d-qoi,0,7,15,,0,1,0,1
d-Rickyy-b,0,3,14,,0,1,0,1
d-schmidt,0,7,0,,0,0,0,0
D-X-Y,0,1,2,,0,1,0,1
d0c-s4vage,13,39,14,,1,1,1,1
d0u9,0,4,15,,0,1,0,1
d0ugal,2,17,8,,1,1,1,1
d0ugal-archive,1,1,2,,1,1,1,1
d10genes,1,49,4,,1,1,1,1
d11wtq,11,5,0,,1,0,0,1
d120,10,25,63,,1,1,1,1
d2207197,0,1,3,,0,1,0,1
d2si-oss,4,1,0,,1,0,0,1
D3DeFi,13,12,2,,1,1,1,1
D3vvy,0,1,0,,0,0,0,0
d42,0,2,2,,0,1,0,1
D4D3VD4V3,0,5,7,,0,1,0,1
d4nst,0,7,0,,0,0,0,0
da-steve101,1,30,0,,1,0,0,1
da-x,0,7,0,,0,0,0,0
da03,0,12,0,,0,0,0,0
daa84,0,7,2,,0,1,0,1
daajoe,0,17,2,,0,1,0,1
daanmichiels,0,17,7,,0,1,0,1
Daanvdk,11,25,4,,1,1,1,1
dabapps,16,6,0,,1,0,0,1
dabeaz,11,4,1,,1,1,1,1
daboth,0,1,0,,0,0,0,0
Dabz,1,13,65,,1,1,1,1
dacsunlimited,0,5,0,,0,0,0,0
dadadel,0,7,4,,0,1,0,1
dadosgovbr,0,4,3,,0,1,0,1
dadrc,0,1,0,,0,0,0,0
daeilkim,77,85,30,,1,1,1,1
Daeinar,0,4,0,,0,0,0,0
daeken,0,1,0,,0,0,0,0
daeyun,0,5,26,,0,1,0,1
dafrie,0,3,0,,0,0,0,0
daftscience,0,7,8,,0,1,0,1
daftshady,22,15,38,,1,1,1,1
dag,26,24,20,,1,1,1,1
dagargo,0,2,0,,0,0,0,0
daggaz,5,18,2,,1,1,1,1
dagnelies,0,5,0,,0,0,0,0
dagon666,0,11,3,,0,1,0,1
dagoof,6,2,2,,1,1,1,1
dagrha,0,7,0,,0,0,0,0
dagss,0,12,0,,0,0,0,0
dagwieers,2,43,6,,1,1,1,1
dahak-metagenomics,0,8,0,,0,0,0,0
dahlia,28,63,61,,1,1,1,1
dai-dao,0,10,0,,0,0,0,0
daien,0,3,0,,0,0,0,0
daikk115,0,1,0,,0,0,0,0
dailymuse,6,16,4,,1,1,1,1
DAInamite,0,13,0,,0,0,0,0
dairiki,11,2,3,,1,1,1,1
dairin0d,37,12,0,,1,0,0,1
daisuke-motoki,0,2,0,,0,0,0,0
daisukekobayashi,0,10,0,,0,0,0,0
DaisukeMiyamoto,0,5,12,,0,1,0,1
daite,0,2,0,,0,0,0,0
Daklon,0,1,0,,0,0,0,0
DaKnOb,5,55,16,,1,1,1,1
dakotabenjamin,0,6,3,,0,1,0,1
DakotaNelson,0,16,4,,0,1,0,1
dakrauth,1,15,3,,1,1,1,1
dalejung,10,8,3,,1,1,1,1
dalemyers,0,10,20,,0,1,0,1
daler,10,55,23,,1,1,1,1
daleroberts,4,9,0,,1,0,0,1
dali-ml,3,43,7,,1,1,1,1
dalianzhu,0,6,0,,0,0,0,0
DallasTrinkle,0,23,0,,0,0,0,0
Dallinger,7,64,48,,1,1,1,1
dalou,3,3,0,,1,0,0,1
daltonmatos,10,6,2,,1,1,1,1
daltonserey,2,18,0,,1,0,0,1
Daltz333,0,1,0,,0,0,0,0
damanar,0,2,0,,0,0,0,0
DamCB,8,98,93,,1,1,1,1
Damgaard,1,1,0,,1,0,0,1
damianmoore,5,15,6,,1,1,1,1
damiencorpataux,0,1,0,,0,0,0,0
DamienIrving,6,68,0,,1,0,0,1
damionw,0,1,0,,0,0,0,0
damirazo,0,5,2,,0,1,0,1
damjankuznar,1,7,0,,1,0,0,1
Damme,0,1,0,,0,0,0,0
DamnWidget,6,40,37,,1,1,1,1
damonkohler,0,5,0,,0,0,0,0
damoti,8,34,30,,1,1,1,1
DamourYouKnow,0,12,0,,0,0,0,0
DaMSL,0,14,5,,0,1,0,1
damsonn,0,1,1,,0,1,0,1
damurdock,0,4,0,,0,0,0,0
dan-stone,14,54,14,,1,1,1,1
Dan2552,0,12,0,,0,0,0,0
DanaL,1,22,0,,1,0,0,1
danallan,2,6,13,,1,1,1,1
danathughes,0,1,0,,0,0,0,0
danaugrs,0,13,0,,0,0,0,0
DanAurea,0,7,6,,0,1,0,1
danawoodman,0,1,1,,0,1,0,1
danbar,1,17,10,,1,1,1,1
danbradham,7,32,36,,1,1,1,1
DANCEcollaborative,8,4,3,,1,1,1,1
danchal,0,2,2,,0,1,0,1
danche354,0,115,0,,0,0,0,0
DanChianucci,0,1,0,,0,0,0,0
dancingcactus,5,10,19,,1,1,1,1
Dancovich,0,37,10,,0,1,0,1
dandb,0,5,3,,0,1,0,1
dandxy89,0,4,10,,0,1,0,1
DandyDev,33,14,19,,1,1,1,1
daneoshiga,2,2,2,,1,1,1,1
DanePubliczneGovPl,0,1,5,,0,1,0,1
danfairs,23,2,3,,1,1,1,1
danfeiX,0,13,10,,0,1,0,1
danfengcao,0,11,1,,0,1,0,1
danfis,0,1,0,,0,0,0,0
danforthcenter,0,28,0,,0,0,0,0
Dangetsu,22,145,223,,1,1,1,1
danhedron,1,1,0,,1,0,0,1
dani0805,7,30,68,,1,1,1,1
danidee10,0,9,5,,0,1,0,1
daniel-araujo,0,1,0,,0,0,0,0
daniel-de-vries,4,14,44,,1,1,1,1
daniel-dsouza,0,3,2,,0,1,0,1
daniel-j-h,0,12,6,,0,1,0,1
daniel1yuan,0,1,0,,0,0,0,0
DanielAndreasen,0,19,1,,0,1,0,1
DanielArnett,0,5,9,,0,1,0,1
danielballan,0,3,0,,0,0,0,0
DanielCasner,0,1,0,,0,0,0,0
DanielCollins,0,1,0,,0,0,0,0
danieldiekmeier,5,1,21,,1,1,1,1
danielecook,36,52,28,,1,1,1,1
DanieleDeSensi,0,1,0,,0,0,0,0
danielepantaleone,3,87,89,,1,1,1,1
danielfm,19,5,0,,1,0,0,1
danielfrg,354,136,466,,1,1,1,1
danielgtaylor,9,5,3,,1,1,1,1
danielhers,22,297,71,,1,1,1,1
danielholmstrom,36,15,2,,1,1,1,1
danielhomola,2,3,0,,1,0,0,1
danielhrisca,4,30,4,,1,1,1,1
DanielJDufour,2,9,0,,1,0,0,1
danieljl,4,85,31,,1,1,1,1
DanielKeep,0,18,0,,0,0,0,0
danielkupco,6,1,0,,1,0,0,1
daniellee219,2,5,2,,1,1,1,1
DanielleSucher,0,2,0,,0,0,0,0
danielmagnussons,0,4,0,,0,0,0,0
danielnaab,1,2,0,,1,0,0,1
danielnyga,13,148,49,,1,1,1,1
DanielOaks,4,5,14,,1,1,1,1
danielperna84,0,4,3,,0,1,0,1
danielplohmann,1,31,13,,1,1,1,1
danielquinn,11,38,51,,1,1,1,1
danielrh,0,4,0,,0,0,0,0
danielsan,0,8,0,,0,0,0,0
danielsen,0,2,0,,0,0,0,0
DanielSlater,0,70,4,,0,1,0,1
DanielStutzbach,6,27,1,,1,1,1,1
DanielsWrath,0,2,0,,0,0,0,0
danieltahara,0,1,3,,0,1,0,1
DanielTakeshi,2,21,0,,1,0,0,1
danielwelch,0,8,0,,0,0,0,0
danielyule,9,172,36,,1,1,1,1
DanielZa2,0,19,14,,0,1,0,1
daniestevez,0,24,0,,0,0,0,0
daniil-omelchenko,0,3,4,,0,1,0,1
danij,0,4,0,,0,0,0,0
danijar,8,66,45,,1,1,1,1
danijel3,0,2,2,,0,1,0,1
DaniLabs,0,29,52,,0,1,0,1
danilnagy,0,35,0,,0,0,0,0
danilobellini,58,189,35,,1,1,1,1
danimaribeiro,6,3,0,,1,0,0,1
danionescu0,0,2,7,,0,1,0,1
danirus,9,7,8,,1,1,1,1
danisfermi,0,3,0,,0,0,0,0
danishabdullah,0,1,0,,0,0,0,0
DanishShah,0,4,0,,0,0,0,0
danithaca,2,1,0,,1,0,0,1
daniyalzade,2,25,0,,1,0,0,1
danjac,1,15,40,,1,1,1,1
danjamker,0,48,2,,0,1,0,1
dAnjou,0,1,0,,0,0,0,0
danleesmith,0,1,0,,0,0,0,0
danleyb2,1,1,10,,1,1,1,1
danluu,0,6,0,,0,0,0,0
danmar,0,5,0,,0,0,0,0
danmichaelo,0,3,0,,0,0,0,0
danni-m,0,2,0,,0,0,0,0
dannykopping,2,13,3,,1,1,1,1
DannyLee1991,0,5,0,,0,0,0,0
DannyVim,0,1,0,,0,0,0,0
danog,0,1,0,,0,0,0,0
danpaquin,1,11,2,,1,1,1,1
danpetrikin,4,3,3,,1,1,1,1
danpoland,40,18,13,,1,1,1,1
danpozmanter,10,7,0,,1,0,0,1
danrg,2,7,4,,1,1,1,1
danrobinson,1,2,0,,1,0,0,1
dansanderson,15,9,17,,1,1,1,1
dansbecker,0,41,1,,0,1,0,1
danslimmon,0,6,0,,0,0,0,0
dantas,0,2,0,,0,0,0,0
DanteLore,0,15,6,,0,1,0,1
dantezhu,2,3,25,,1,1,1,1
danthedeckie,4,23,0,,1,0,0,1
danthelion,4,2,0,,1,0,0,1
Dantistnfs,0,1,0,,0,0,0,0
dantkz,0,2,0,,0,0,0,0
danux,0,7,3,,0,1,0,1
danvk,0,38,15,,0,1,0,1
danwagnerco,0,3,0,,0,0,0,0
DanWBR,0,3,0,,0,0,0,0
danwerner,0,9,0,,0,0,0,0
danxhuber,3,19,0,,1,0,0,1
danzelmo,0,2,0,,0,0,0,0
daobilige-su,0,2,0,,0,0,0,0
DaoCloud,3,28,12,,1,1,1,1
daphnei,9,60,7,,1,1,1,1
Dapid,0,2,4,,0,1,0,1
dapper91,0,8,10,,0,1,0,1
daq-tools,10,17,19,,1,1,1,1
DaRasch,0,211,31,,0,1,0,1
darbula,5,3,29,,1,1,1,1
darcamo,0,14,22,,0,1,0,1
darcyabjones,0,1,0,,0,0,0,0
daremon,0,15,3,,0,1,0,1
daren-thomas,0,1,0,,0,0,0,0
dArignac,12,8,3,,1,1,1,1
dariober,0,1,0,,0,0,0,0
darioflute,0,5,0,,0,0,0,0
DarioI,1,5,2,,1,1,1,1
darioizzo,0,9,0,,0,0,0,0
darius,16,163,7,,1,1,1,1
dariusbakunas,1,5,49,,1,1,1,1
dariusk,0,2,0,,0,0,0,0
dark-lbp,1,56,27,,1,1,1,1
darka,1,6,0,,1,0,0,1
Darkbladecr,0,6,0,,0,0,0,0
darkbuck,0,13,1,,0,1,0,1
darkdarkfruit,2,2,0,,1,0,0,1
DarkElement75,0,4,0,,0,0,0,0
DarkEnergySurvey,8,23,19,,1,1,1,1
darkfeline,3,33,17,,1,1,1,1
DarklightGames,0,4,0,,0,0,0,0
Darkman,0,2,0,,0,0,0,0
DarkMio,3,4,3,,1,1,1,1
Darkness4,0,2,6,,0,1,0,1
darko3,0,3,0,,0,0,0,0
DarkPurple141,0,2,0,,0,0,0,0
DarkSand,4,73,27,,1,1,1,1
DarkSector,0,2,1,,0,1,0,1
darksideos,0,1,0,,0,0,0,0
darkstar112358,0,2,0,,0,0,0,0
DarkstarProject,0,1,0,,0,0,0,0
darktable-org,2,1,0,,1,0,0,1
darkwallet,0,10,15,,0,1,0,1
darkwinternight,0,1,0,,0,0,0,0
Darless,0,1,0,,0,0,0,0
darlinghq,0,5,0,,0,0,0,0
darothen,1,58,13,,1,1,1,1
darrellsilver,6,59,25,,1,1,1,1
darryllane,0,2,0,,0,0,0,0
dart-lang,0,4,0,,0,0,0,0
darth-dodo,0,3,1,,0,1,0,1
darthcloud,2,19,0,,1,0,0,1
DarthMaulware,222,426,101,,1,1,1,1
DartML,0,1,0,,0,0,0,0
darvid,7,11,4,,1,1,1,1
darwin4031,20,19,21,,1,1,1,1
darwinex,0,17,0,,0,0,0,0
darxtrix,0,8,0,,0,0,0,0
darylsew,0,1,0,,0,0,0,0
daserzw,0,1,0,,0,0,0,0
dashaub,0,1,0,,0,0,0,0
dashdotrobot,0,37,0,,0,0,0,0
dashee87,0,28,0,,0,0,0,0
dashesy,0,1,0,,0,0,0,0
dashpay,11,248,54,,1,1,1,1
dashscar,7,3,1,,1,1,1,1
dashwav,2,20,2,,1,1,1,1
dask,31,69,10,,1,1,1,1
dask-image,11,2,0,,1,0,0,1
daskol,0,2,7,,0,1,0,1
daskos,3,63,6,,1,1,1,1
dasmith,15,13,1,,1,1,1,1
dasmithii,0,3,0,,0,0,0,0
Dasoccerguy,0,3,1,,0,1,0,1
dat,0,2,2,,0,1,0,1
data-8,3,54,23,,1,1,1,1
data-commons,0,2,0,,0,0,0,0
data-exp-lab,0,9,1,,0,1,0,1
data-govt-nz,0,2,0,,0,0,0,0
data-is-plural,0,1,0,,0,0,0,0
data-refinery,1,8,3,,1,1,1,1
data-skeptic,0,7,0,,0,0,0,0
Data2Semantics,5,6,0,,1,0,0,1
dataarts,8,12,19,,1,1,1,1
DataBiosphere,7,12,35,,1,1,1,1
databox,0,5,0,,0,0,0,0
DataBrewery,3,16,0,,1,0,0,1
databricks,11,203,87,,1,1,1,1
databricks-edu,0,16,2,,0,1,0,1
datacats,1,7,6,,1,1,1,1
datacratic,7,16,5,,1,1,1,1
datactive,0,11,1,,0,1,0,1
datadesk,46,32,33,,1,1,1,1
DataDog,153,530,274,,1,1,1,1
datadvance,7,14,43,,1,1,1,1
dataflow,5,25,6,,1,1,1,1
datafolklabs,49,23,41,,1,1,1,1
datagovsg,0,1,1,,0,1,0,1
datagovuk,0,2,0,,0,0,0,0
datahuborg,5,38,52,,1,1,1,1
datajerk,0,3,0,,0,0,0,0
datajoint,12,55,94,,1,1,1,1
DataKind-SG,0,5,0,,0,0,0,0
datakortet,0,5,1,,0,1,0,1
datalib,0,9,0,,0,0,0,0
datalogai,1,53,24,,1,1,1,1
datalogics,23,49,0,,1,0,0,1
dataloop,0,1,0,,0,0,0,0
datalyze-solutions,1,3,0,,1,0,0,1
datamachine,18,15,43,,1,1,1,1
datamade,12,124,35,,1,1,1,1
DataMedSci,0,8,10,,0,1,0,1
datamicroscopes,9,96,5,,1,1,1,1
Datamine,0,1,0,,0,0,0,0
dataminingapp,0,1,0,,0,0,0,0
DataONEorg,51,224,12,,1,1,1,1
dataplumber,20,165,59,,1,1,1,1
dataprev,0,4,0,,0,0,0,0
DatapuntAmsterdam,0,20,11,,0,1,0,1
DataReply,4,10,7,,1,1,1,1
datarobot,0,42,0,,0,0,0,0
datasciencebr,7,104,59,,1,1,1,1
DataSciencePolimi,1,13,1,,1,1,1,1
datasciencesg,0,1,0,,0,0,0,0
datascopeanalytics,3,46,6,,1,1,1,1
datasets,0,30,0,,0,0,0,0
datashaman,1,9,0,,1,0,0,1
dataship,0,2,0,,0,0,0,0
datasift,10,7,48,,1,1,1,1
datasnakes,9,58,9,,1,1,1,1
DataSoft,16,6,8,,1,1,1,1
dataspider99,0,3,0,,0,0,0,0
datastax,24,137,188,,1,1,1,1
datastore,8,13,20,,1,1,1,1
DataTeaser,0,9,0,,0,0,0,0
dataversioncontrol,9,69,91,,1,1,1,1
DataViva,51,88,99,,1,1,1,1
Dataweekends,0,1,0,,0,0,0,0
datawire,28,517,128,,1,1,1,1
dataworkshop,0,10,0,,0,0,0,0
datawrestler,1,6,0,,1,0,0,1
Datera,3,32,9,,1,1,1,1
datitran,0,15,1,,0,1,0,1
datosgobar,3,32,29,,1,1,1,1
datreant,1,17,9,,1,1,1,1
dattalab,5,7,0,,1,0,0,1
daumann,5,5,1,,1,1,1,1
daureg,10,263,4,,1,1,1,1
Dav1dde,3,16,23,,1,1,1,1
Davarco,0,29,0,,0,0,0,0
dave-tucker,8,63,1,,1,1,1,1
dave31415,0,9,0,,0,0,0,0
daveagp,1,7,4,,1,1,1,1
DaveBackus,0,11,2,,0,1,0,1
davebshow,0,48,27,,0,1,0,1
davedoesdev,48,20,1,,1,1,1,1
daveisadork,6,12,23,,1,1,1,1
davek44,0,21,0,,0,0,0,0
davelab6,11,17,58,,1,1,1,1
DaveMDS,16,67,40,,1,1,1,1
davenquinn,3,61,24,,1,1,1,1
daveoncode,1,4,8,,1,1,1,1
davesnowdon,11,11,22,,1,1,1,1
davesproson,0,7,1,,0,1,0,1
davesque,7,6,15,,1,1,1,1
davesteele,5,54,15,,1,1,1,1
daveuu,0,2,0,,0,0,0,0
david-abel,1,130,9,,1,1,1,1
david-caro,6,6,6,,1,1,1,1
david-cattermole,0,6,13,,0,1,0,1
david-gpu,0,3,0,,0,0,0,0
david-hoffman,3,3,1,,1,1,1,1
david-leon,0,1,0,,0,0,0,0
david-mateo,0,26,0,,0,0,0,0
david-zwicker,3,18,22,,1,1,1,1
david415,4,1,6,,1,1,1,1
david942j,0,2,3,,0,1,0,1
DavidAce,0,11,0,,0,0,0,0
davidaknowles,0,1,0,,0,0,0,0
davidalber,0,10,1,,0,1,0,1
davidam,24,254,27,,1,1,1,1
davidar,0,9,5,,0,1,0,1
davidastephens,0,3,11,,0,1,0,1
davidaurelio,0,3,0,,0,0,0,0
davidblaisonneau-orange,0,6,0,,0,0,0,0
davidblus,0,37,4,,0,1,0,1
davidbrandfonbrener,5,8,0,,1,0,0,1
davidbuzz,0,2,0,,0,0,0,0
DavidCain,10,70,94,,1,1,1,1
davidchua,2,3,1,,1,1,1,1
daviddao,0,1,0,,0,0,0,0
davidderaedt,0,2,0,,0,0,0,0
daviddesancho,22,12,0,,1,0,0,1
daviddewhurst,0,4,0,,0,0,0,0
daviddrysdale,1,58,30,,1,1,1,1
davide-romanini,7,12,9,,1,1,1,1
davideanastasia,0,2,0,,0,0,0,0
davidecaminati,19,20,2,,1,1,1,1
davidedg,0,1,2,,0,1,0,1
davidedmundson,5,16,10,,1,1,1,1
davidemms,0,39,2,,0,1,0,1
davidenitti,7,1,0,,1,0,0,1
davidenunes,4,15,4,,1,1,1,1
davidfischer,5,1,0,,1,0,0,1
DavidFnck,0,3,1,,0,1,0,1
davidfoerster,17,18,19,,1,1,1,1
davidfokkema,0,11,0,,0,0,0,0
davidfraser,0,15,3,,0,1,0,1
davidfstr,0,2,0,,0,0,0,0
davidgardenier,6,14,1,,1,1,1,1
davidgasquez,0,6,2,,0,1,0,1
davidgutierrez,0,14,0,,0,0,0,0
davidh-ssec,25,69,22,,1,1,1,1
davidhalter,0,1,0,,0,0,0,0
davidhamann,0,6,4,,0,1,0,1
davidhariri,1,4,0,,1,0,0,1
davidhstocker,0,1,0,,0,0,0,0
davidhuser,1,23,2,,1,1,1,1
davidhwyllie,0,3,0,,0,0,0,0
davidimprovz,0,3,2,,0,1,0,1
davidjamesca,6,26,0,,1,0,0,1
davidjrichardson,0,7,15,,0,1,0,1
DavidLP,0,1,0,,0,0,0,0
davidmalcolm,72,102,30,,1,1,1,1
davidmarble,0,1,0,,0,0,0,0
davidmcclure,0,9,2,,0,1,0,1
davidmogar,2,16,15,,1,1,1,1
DavidMStraub,0,11,0,,0,0,0,0
DAVIDNEWGATE,0,42,0,,0,0,0,0
DavidObando,4,39,2,,1,1,1,1
davidoren,21,21,6,,1,1,1,1
davidparks21,6,8,3,,1,1,1,1
davidpeckham,0,4,0,,0,0,0,0
DavidPowell,9,60,12,,1,1,1,1
DavidQiuChao,0,11,0,,0,0,0,0
davidrobles,8,30,5,,1,1,1,1
davidrpugh,1,6,57,,1,1,1,1
davidsandberg,0,6,2,,0,1,0,1
davidssmith,0,2,0,,0,0,0,0
davidswelt,0,39,0,,0,0,0,0
davidszotten,1,8,0,,1,0,0,1
davidthewatson,0,10,0,,0,0,0,0
davidvilla,15,16,2,,1,1,1,1
davidvuong,0,6,31,,0,1,0,1
